1.ID|2.DateObs|3.TimeObs|4.Filename|5.Object|6.RA_hhmmss|7.DEC_ddmmss|8.RA_deg|9.DEC_deg|10.RA_pix|11.Dec_pix|12.FilterName|13.JD|14.ExpTime_sec|15.Zmag|16.FWHM|17.Altitude|18.Airmass
205|2020-08-24|16:40:51|BL-Lacertae-20200824@164051-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1028.6143|1001.6616|R_Astrodon_2018|2459086.1950347223|180.0|21.4365|2.3148|67.9620|1.0811
206|2020-08-24|16:44:17|BL-Lacertae-20200824@164417-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1029.4454|1001.4017|R_Astrodon_2018|2459086.1974189817|180.0|21.4406|2.3577|67.5818|1.0842
207|2020-08-24|16:47:33|BL-Lacertae-20200824@164733-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1030.1639|1000.9408|R_Astrodon_2018|2459086.1996875|180.0|21.4250|2.2821|67.2052|1.0873
208|2020-08-24|16:50:49|BL-Lacertae-20200824@165048-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1030.8134|1000.5584|R_Astrodon_2018|2459086.2019560183|180.0|21.4065|2.3461|66.8150|1.0905
209|2020-08-24|16:54:03|BL-Lacertae-20200824@165403-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1031.1686|999.9945|R_Astrodon_2018|2459086.204201389|180.0|21.4072|2.5010|66.4161|1.0939
210|2020-08-24|16:57:31|BL-Lacertae-20200824@165731-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1032.0313|999.3911|R_Astrodon_2018|2459086.2066087965|180.0|21.4103|2.3357|65.9750|1.0977
211|2020-08-24|17:00:46|BL-Lacertae-20200824@170046-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1032.4927|998.7365|R_Astrodon_2018|2459086.208865741|180.0|21.3964|2.3480|65.5496|1.1015
212|2020-08-24|17:04:01|BL-Lacertae-20200824@170401-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1032.9460|998.2040|R_Astrodon_2018|2459086.211122685|180.0|21.3633|2.3937|65.1133|1.1055
213|2020-08-24|17:07:16|BL-Lacertae-20200824@170715-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1033.5830|997.6565|R_Astrodon_2018|2459086.2133796294|180.0|21.3226|2.4335|64.6668|1.1096
214|2020-08-24|17:10:44|BL-Lacertae-20200824@171044-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1034.1632|997.5140|R_Astrodon_2018|2459086.215787037|180.0|21.2373|2.4334|64.1799|1.1143
215|2020-08-24|17:13:59|BL-Lacertae-20200824@171359-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1034.6808|997.4594|R_Astrodon_2018|2459086.2180439816|180.0|21.1998|2.4488|63.7139|1.1188
216|2020-08-24|17:17:14|BL-Lacertae-20200824@171713-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1035.1544|997.2534|R_Astrodon_2018|2459086.220300926|180.0|21.1861|2.4290|63.2393|1.1235
217|2020-08-24|17:20:28|BL-Lacertae-20200824@172028-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1035.8499|997.2185|R_Astrodon_2018|2459086.222546296|180.0|21.1502|2.2996|62.7590|1.1285
218|2020-08-24|17:23:56|BL-Lacertae-20200824@172355-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1036.3848|997.2496|R_Astrodon_2018|2459086.2249537036|180.0|21.1053|2.1877|62.2356|1.1339
219|2020-08-24|17:27:10|BL-Lacertae-20200824@172710-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1037.0998|997.7556|R_Astrodon_2018|2459086.227199074|180.0|21.1613|2.3130|61.7400|1.1393
220|2020-08-24|17:30:25|BL-Lacertae-20200824@173024-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1037.8561|998.1171|R_Astrodon_2018|2459086.2294560187|180.0|21.1424|2.2798|61.2351|1.1449
221|2020-08-25|16:01:23|BL-Lacertae-20200825@160118-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|990.8286|979.4877|R_Astrodon_2018|2459087.167627315|180.0|21.3784|2.1610|70.7519|1.0604
222|2020-08-25|16:04:38|BL-Lacertae-20200825@160437-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|990.9494|978.3554|R_Astrodon_2018|2459087.1698842593|180.0|21.3852|2.4582|70.5968|1.0615
223|2020-08-25|16:08:04|BL-Lacertae-20200825@160804-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|991.7033|976.6348|R_Astrodon_2018|2459087.1722685187|180.0|21.3663|2.2342|70.4089|1.0629
224|2020-08-25|16:11:19|BL-Lacertae-20200825@161119-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|992.3565|975.5474|R_Astrodon_2018|2459087.174525463|180.0|21.3413|2.1160|70.2089|1.0643
225|2020-08-25|16:14:34|BL-Lacertae-20200825@161433-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|993.1288|974.1993|R_Astrodon_2018|2459087.1767824073|180.0|21.3701|2.1038|69.9881|1.0659
226|2020-08-25|16:17:48|BL-Lacertae-20200825@161748-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|993.5621|973.0132|R_Astrodon_2018|2459087.1790277776|180.0|21.3642|2.3205|69.7483|1.0676
227|2020-08-25|16:21:15|BL-Lacertae-20200825@162115-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|994.1887|971.8126|R_Astrodon_2018|2459087.181423611|180.0|21.3520|2.3120|69.4713|1.0697
228|2020-08-25|16:24:29|BL-Lacertae-20200825@162429-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|994.9278|970.8496|R_Astrodon_2018|2459087.1836689813|180.0|21.3554|2.2021|69.1925|1.0718
229|2020-08-25|16:27:44|BL-Lacertae-20200825@162743-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|995.5096|969.7410|R_Astrodon_2018|2459087.185925926|180.0|21.3331|2.2290|68.8945|1.0740
230|2020-08-25|16:30:58|BL-Lacertae-20200825@163057-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|996.3147|969.0232|R_Astrodon_2018|2459087.1881712964|180.0|21.3278|2.2718|68.5809|1.0764
231|2020-08-25|16:34:13|BL-Lacertae-20200825@163412-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|997.0801|968.0824|R_Astrodon_2018|2459087.1904282407|180.0|21.2751|2.3010|68.2495|1.0789
232|2020-08-25|16:37:37|BL-Lacertae-20200825@163737-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|998.1399|967.4107|R_Astrodon_2018|2459087.192789352|180.0|21.2450|2.2204|67.8860|1.0818
233|2020-08-25|16:40:52|BL-Lacertae-20200825@164051-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|998.9199|966.8948|R_Astrodon_2018|2459087.1950462963|180.0|21.2604|2.2102|67.5233|1.0847
234|2020-08-25|16:44:06|BL-Lacertae-20200825@164406-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|999.7011|966.3991|R_Astrodon_2018|2459087.1972916666|180.0|21.2477|2.2651|67.1485|1.0878
235|2020-08-25|16:47:21|BL-Lacertae-20200825@164720-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1000.5769|966.0697|R_Astrodon_2018|2459087.199548611|180.0|21.2242|2.0876|66.7584|1.0911
236|2020-08-25|16:50:47|BL-Lacertae-20200825@165047-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1001.7186|965.8707|R_Astrodon_2018|2459087.2019328703|180.0|21.2072|2.2201|66.3325|1.0947
237|2020-08-25|16:54:02|BL-Lacertae-20200825@165401-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1002.6798|965.5257|R_Astrodon_2018|2459087.2041898146|180.0|21.2004|2.1183|65.9170|1.0983
238|2020-08-25|16:57:16|BL-Lacertae-20200825@165716-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1003.1656|965.1170|R_Astrodon_2018|2459087.2064351854|180.0|21.2265|2.3499|65.4922|1.1021
239|2020-08-25|17:00:31|BL-Lacertae-20200825@170030-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1004.1956|964.8948|R_Astrodon_2018|2459087.2086921297|180.0|21.2329|2.0188|65.0546|1.1061
240|2020-08-25|17:03:46|BL-Lacertae-20200825@170345-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1004.8230|964.4122|R_Astrodon_2018|2459087.210949074|180.0|21.1815|2.0714|64.6068|1.1103
241|2020-08-25|17:07:09|BL-Lacertae-20200825@170709-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1005.5405|964.5163|R_Astrodon_2018|2459087.2132986113|180.0|21.1288|2.0373|64.1303|1.1148
242|2020-08-25|17:10:24|BL-Lacertae-20200825@171023-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1006.4111|964.9073|R_Astrodon_2018|2459087.2155555557|180.0|21.2095|2.2233|63.6634|1.1194
243|2020-08-25|17:13:38|BL-Lacertae-20200825@171337-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1006.7535|964.9311|R_Astrodon_2018|2459087.217800926|180.0|21.2696|2.1842|63.1903|1.1241
244|2020-08-25|17:16:52|BL-Lacertae-20200825@171651-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1007.4709|964.9791|R_Astrodon_2018|2459087.2200462963|180.0|21.2745|2.2522|62.7093|1.1291
245|2020-08-25|17:20:07|BL-Lacertae-20200825@172006-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1008.1234|964.8416|R_Astrodon_2018|2459087.2223032406|180.0|21.2783|2.3223|62.2181|1.1343
246|2020-08-25|17:23:31|BL-Lacertae-20200825@172331-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1008.7281|965.2351|R_Astrodon_2018|2459087.224664352|180.0|21.2611|2.4102|61.6965|1.1399
247|2020-08-25|17:26:46|BL-Lacertae-20200825@172645-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1009.5548|965.5983|R_Astrodon_2018|2459087.226921296|180.0|21.2536|2.2982|61.1910|1.1455
248|2020-08-25|17:30:01|BL-Lacertae-20200825@173000-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1010.1566|965.9160|R_Astrodon_2018|2459087.2291782405|180.0|21.2451|2.3506|60.6791|1.1513
249|2020-08-25|17:33:15|BL-Lacertae-20200825@173314-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1010.8633|966.1386|R_Astrodon_2018|2459087.2314236113|180.0|21.2562|2.2365|60.1638|1.1573
250|2020-08-25|17:36:41|BL-Lacertae-20200825@173641-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1011.8170|966.2934|R_Astrodon_2018|2459087.23380787|180.0|21.2687|2.2896|59.6104|1.1639
251|2020-08-25|17:39:56|BL-Lacertae-20200825@173955-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1012.5911|966.6549|R_Astrodon_2018|2459087.236064815|180.0|21.2447|2.2695|59.0811|1.1704
252|2020-08-25|17:43:11|BL-Lacertae-20200825@174310-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1013.2400|967.3045|R_Astrodon_2018|2459087.2383217593|180.0|21.2791|2.2134|58.5467|1.1772
253|2020-08-25|17:46:25|BL-Lacertae-20200825@174625-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1013.9936|967.7415|R_Astrodon_2018|2459087.2405671296|180.0|21.2580|2.1190|58.0103|1.1841
254|2020-08-28|16:25:53|BL-Lacertae-20200828@162549-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|993.0370|961.7960|R_Astrodon_2018|2459090.184641204|180.0|21.4199|2.5943|67.8792|1.0819
255|2020-08-28|16:29:08|BL-Lacertae-20200828@162908-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|994.0746|961.4846|R_Astrodon_2018|2459090.186898148|180.0|21.4198|2.5346|67.5162|1.0848
256|2020-08-28|16:32:34|BL-Lacertae-20200828@163234-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|994.9904|960.7601|R_Astrodon_2018|2459090.1892824075|180.0|21.4270|2.4410|67.1175|1.0881
257|2020-08-28|16:35:48|BL-Lacertae-20200828@163547-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|995.6630|960.5079|R_Astrodon_2018|2459090.191527778|180.0|21.4208|2.4115|66.7284|1.0913
258|2020-08-28|16:39:02|BL-Lacertae-20200828@163901-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|996.6077|960.3107|R_Astrodon_2018|2459090.193773148|180.0|21.4168|2.6255|66.3268|1.0948
259|2020-08-28|16:42:16|BL-Lacertae-20200828@164216-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|997.3030|960.0324|R_Astrodon_2018|2459090.1960185184|180.0|21.4162|2.4040|65.9132|1.0984
260|2020-08-28|16:45:43|BL-Lacertae-20200828@164542-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|998.2570|959.7138|R_Astrodon_2018|2459090.198414352|180.0|21.4173|2.4419|65.4596|1.1024
261|2020-08-28|16:48:57|BL-Lacertae-20200828@164857-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|998.9441|959.4605|R_Astrodon_2018|2459090.200659722|180.0|21.4030|2.6731|65.0234|1.1064
262|2020-08-28|16:52:12|BL-Lacertae-20200828@165211-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|999.7598|959.0516|R_Astrodon_2018|2459090.202916667|180.0|21.4162|2.5217|64.5749|1.1106
263|2020-08-28|16:55:26|BL-Lacertae-20200828@165525-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1000.2562|959.2194|R_Astrodon_2018|2459090.205162037|180.0|21.4290|2.3385|64.1191|1.1150
264|2020-08-28|16:58:54|BL-Lacertae-20200828@165854-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1001.0413|959.1528|R_Astrodon_2018|2459090.2075694446|180.0|21.4335|2.3686|63.6205|1.1199
265|2020-08-28|17:02:08|BL-Lacertae-20200828@170207-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1001.4971|959.2173|R_Astrodon_2018|2459090.209814815|180.0|21.4218|2.3792|63.1467|1.1246
266|2020-08-28|17:05:23|BL-Lacertae-20200828@170522-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1002.0538|959.4217|R_Astrodon_2018|2459090.212071759|180.0|21.4238|2.3560|62.6624|1.1296
267|2020-08-28|17:08:37|BL-Lacertae-20200828@170836-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1003.0255|959.7275|R_Astrodon_2018|2459090.2143171295|180.0|21.4239|2.3402|62.1731|1.1348
268|2020-08-28|17:12:03|BL-Lacertae-20200828@171203-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1003.6970|960.1898|R_Astrodon_2018|2459090.216701389|180.0|21.4099|2.5059|61.6457|1.1405
269|2020-08-28|17:15:17|BL-Lacertae-20200828@171517-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1004.4204|960.7867|R_Astrodon_2018|2459090.218946759|180.0|21.4106|2.5447|61.1421|1.1461
270|2020-08-28|17:18:32|BL-Lacertae-20200828@171831-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1005.1634|961.0217|R_Astrodon_2018|2459090.221203704|180.0|21.4091|2.5178|60.6296|1.1519
271|2020-08-28|17:21:46|BL-Lacertae-20200828@172145-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1006.1217|961.0097|R_Astrodon_2018|2459090.223449074|180.0|21.4154|2.6416|60.1137|1.1579
272|2020-08-28|17:25:13|BL-Lacertae-20200828@172512-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1007.0610|962.0192|R_Astrodon_2018|2459090.2258449076|180.0|21.4093|2.5102|59.5571|1.1646
273|2020-08-28|17:28:27|BL-Lacertae-20200828@172826-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1007.5763|962.1932|R_Astrodon_2018|2459090.228090278|180.0|21.4074|2.3648|59.0300|1.1711
274|2020-08-28|17:31:41|BL-Lacertae-20200828@173141-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1008.2627|963.1408|R_Astrodon_2018|2459090.230335648|180.0|21.4096|2.3806|58.4979|1.1778
275|2020-08-28|17:34:55|BL-Lacertae-20200828@173455-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1008.9742|963.7425|R_Astrodon_2018|2459090.2325810185|180.0|21.4003|2.3737|57.9611|1.1848
276|2020-08-28|17:38:22|BL-Lacertae-20200828@173822-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1009.6377|964.2651|R_Astrodon_2018|2459090.234976852|180.0|21.3961|2.5341|57.3834|1.1925
277|2020-08-28|17:41:37|BL-Lacertae-20200828@174136-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1010.6372|965.0488|R_Astrodon_2018|2459090.237233796|180.0|21.3924|2.2253|56.8349|1.2000
278|2020-08-28|17:44:51|BL-Lacertae-20200828@174451-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1010.9278|965.7751|R_Astrodon_2018|2459090.2394791665|180.0|21.3980|2.1845|56.2853|1.2078
279|2020-08-28|17:48:06|BL-Lacertae-20200828@174805-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1011.6751|966.6317|R_Astrodon_2018|2459090.241736111|180.0|21.4014|2.0830|55.7291|1.2158
280|2020-08-28|17:51:32|BL-Lacertae-20200828@175131-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1012.4744|967.6928|R_Astrodon_2018|2459090.2441203706|180.0|21.4011|2.0608|55.1377|1.2246
281|2020-08-28|17:54:46|BL-Lacertae-20200828@175445-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1013.1116|968.4177|R_Astrodon_2018|2459090.246365741|180.0|21.4037|2.0502|54.5775|1.2332
282|2020-08-28|17:58:00|BL-Lacertae-20200828@175759-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1013.7034|969.1101|R_Astrodon_2018|2459090.248611111|180.0|21.3897|2.0760|54.0141|1.2421
283|2020-08-28|18:01:14|BL-Lacertae-20200828@180114-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1014.6574|970.0842|R_Astrodon_2018|2459090.2508564815|180.0|21.3885|2.1284|53.4478|1.2513
284|2020-08-28|18:04:29|BL-Lacertae-20200828@180428-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1015.2504|971.2283|R_Astrodon_2018|2459090.253113426|180.0|21.3838|2.1772|52.8759|1.2608
285|2020-08-28|18:07:43|BL-Lacertae-20200828@180742-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1016.0526|972.5978|R_Astrodon_2018|2459090.255358796|180.0|21.3852|2.3098|52.3044|1.2706
286|2020-08-28|18:10:57|BL-Lacertae-20200828@181057-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1016.7667|973.4229|R_Astrodon_2018|2459090.257604167|180.0|21.3861|2.0692|51.7304|1.2807
287|2020-08-28|18:14:12|BL-Lacertae-20200828@181411-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1017.4495|974.2664|R_Astrodon_2018|2459090.259861111|180.0|21.3824|2.2773|51.1512|1.2912
288|2020-08-28|18:17:38|BL-Lacertae-20200828@181738-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1018.1725|975.2937|R_Astrodon_2018|2459090.2622453705|180.0|21.3916|2.2220|50.5370|1.3027
289|2020-08-28|18:20:53|BL-Lacertae-20200828@182052-R_Astrodon_2018_calib.fits|BL-Lacertae|22 02 43.30|+42 16 40.0|330.6804|42.2778|1018.9495|976.8309|R_Astrodon_2018|2459090.264502315|180.0|21.3789|2.2891|49.9536|1.3139
290|2020-08-30|13:09:12|3C345-20200830@130911-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1029.4806|1021.2705|R_Astrodon_2018|2459092.0480555557|180.0|20.9055|2.7765|47.6430|1.3618
291|2020-08-30|13:12:25|3C345-20200830@131225-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1029.9439|1023.0390|R_Astrodon_2018|2459092.050289352|180.0|20.9036|2.8430|47.0296|1.3757
292|2020-08-30|13:24:08|3C371-20200830@132403-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1036.5743|1078.6979|R_Astrodon_2018|2459092.058425926|180.0|21.4180|3.0184|40.5000|1.5426
293|2020-08-30|17:40:38|3C454-3-20200830@174037-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1030.1404|1009.3263|R_Astrodon_2018|2459092.2365509258|180.0|20.8032|2.4892|68.1521|1.0804
294|2020-08-30|17:43:52|3C454-3-20200830@174352-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1030.8208|1009.7254|R_Astrodon_2018|2459092.238796296|180.0|20.8338|2.3642|67.4345|1.0861
295|2020-08-30|20:29:55|3C454-3-20200830@202954-R_Astrodon_2018_calib.fits|3C454-3|22 53 57.70|+16 08 54.0|343.4904|16.1483|1031.0064|994.7733|R_Astrodon_2018|2459092.3541087965|180.0|20.7717|2.8334|29.4802|2.0526
296|2020-08-30|18:21:53|3C66A-20200830@182148-R_Astrodon_2018_calib.fits|3C66A|02 22 39.60|+43 02 08.0|35.6650|43.0356|984.4445|1084.9280|R_Astrodon_2018|2459092.2651967593|180.0|21.6891|2.4378|64.4414|1.1064
297|2020-08-30|12:55:39|4C38-41-20200830@125538-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1027.5763|1013.8265|R_Astrodon_2018|2459092.0386458333|180.0|21.1576|2.9115|49.0036|1.3332
298|2020-08-30|12:58:53|4C38-41-20200830@125852-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1028.1652|1015.4233|R_Astrodon_2018|2459092.0408912036|180.0|21.1780|2.7884|48.3712|1.3465
299|2020-08-30|13:16:37|4C51-37-20200830@131632-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1038.6238|1015.6097|R_Astrodon_2018|2459092.0532060186|180.0|21.5304|2.8969|51.2996|1.2864
300|2020-08-30|13:19:51|4C51-37-20200830@131950-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1038.9788|1016.6068|R_Astrodon_2018|2459092.055451389|180.0|21.5321|2.8087|50.8889|1.2940
301|2020-08-30|18:13:54|AO0235+16-20200830@181349-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1023.0518|1024.5406|R_Astrodon_2018|2459092.2596527776|180.0|21.7783|2.2601|64.7510|1.1011
302|2020-08-30|18:17:08|AO0235+16-20200830@181707-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|1023.5783|1025.0410|R_Astrodon_2018|2459092.2618981483|180.0|21.7672|2.3068|65.4802|1.0947
303|2020-08-30|20:53:13|AO0235+16-20200830@205308-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|939.0996|935.2564|R_Astrodon_2018|2459092.370289352|180.0|21.7795|2.4718|75.1648|1.0362
304|2020-08-30|20:56:27|AO0235+16-20200830@205627-R_Astrodon_2018_calib.fits|AO0235+16|02 38 38.90|+16 36 59.0|39.6621|16.6164|940.5708|935.7941|R_Astrodon_2018|2459092.372534722|180.0|21.7407|2.2727|74.4867|1.0397
